ID;LocX;LocY;RegDens;RegPop;MedHHInc;MeanHHSz;CountMeth
8043;-74.961280;39.851969;88;28126;68402;2.600000;0
8045;-75.031980;39.866513;87;2717;44926;2.650000;0
8046;-74.882580;40.029011;94;33008;60869;3.070000;0
8048;-74.806670;39.967013;77;588;37857;1.790000;0
8049;-75.036720;39.854780;94;5265;46250;2.560000;0
8050;-74.259330;39.707575;78;20453;51726;2.560000;1
8051;-75.177610;39.785785;90;10154;51404;2.410000;0
8052;-74.994650;39.952212;95;19079;45426;2.220000;1
8053;-74.904160;39.884880;85;40124;66642;2.650000;1
8054;-74.903420;39.949446;86;40221;63750;2.410000;1
8055;-74.818510;39.865272;77;26983;81863;2.760000;0
8056;-75.253040;39.785219;70;2380;66058;2.790000;0
8057;-74.948900;39.968962;83;19224;78441;2.670000;1
8059;-75.092310;39.884263;94;5432;44973;2.500000;0
8060;-74.797470;39.991562;82;36896;58022;2.720000;0
8061;-75.204970;39.807684;75;583;45313;2.440000;0
8062;-75.219870;39.716939;73;10356;73070;2.960000;1
8063;-75.180200;39.867158;91;3327;48922;2.860000;1
8064;-74.636870;39.961921;75;300;71000;2.720000;1
8065;-75.026260;40.002780;92;7091;51150;2.360000;0
8066;-75.237730;39.833156;81;8361;36848;2.410000;1
8067;-75.412620;39.740353;55;1658;57708;2.790000;1
8068;-74.662660;39.961183;69;6475;46136;2.470000;0
8069;-75.469060;39.712593;78;12505;35857;2.520000;0
8070;-75.519230;39.645377;76;13030;47321;2.470000;1
8071;-75.130090;39.730964;91;9835;50596;2.600000;0
8072;-75.413680;39.546172;80;191;35500;2.220000;0
8073;-74.867620;40.010461;85;244;64861;2.370000;0
8074;-75.173270;39.716194;69;77;100183;4.810000;1
8075;-74.954100;40.029361;90;26477;52873;2.660000;1
8077;-74.998060;39.997379;87;17354;66844;2.780000;0
8078;-75.076710;39.850013;93;8381;40811;2.520000;1
8079;-75.439430;39.549912;60;11937;37114;2.500000;1
8080;-75.106370;39.749530;82;36876;70418;3.100000;1
8081;-74.990350;39.741385;86;42876;61366;3.050000;1
8083;-75.024960;39.842613;93;9795;51613;2.600000;1
8084;-75.013710;39.829014;94;7271;50977;2.610000;0
8085;-75.326880;39.753088;68;10705;68214;2.980000;1
8086;-75.181590;39.849156;80;5437;51146;2.460000;1
8087;-74.365730;39.598990;72;20124;45075;2.530000;1
8088;-74.705280;39.871699;65;24364;60773;2.660000;0
8089;-74.850300;39.722622;67;3877;52310;2.910000;1
8090;-75.152030;39.799347;91;8388;56944;2.770000;1
8091;-74.933920;39.807695;85;5274;54708;2.800000;1
8092;-74.286730;39.658781;65;3142;44792;2.800000;0
8093;-75.132850;39.861413;87;10163;43696;2.540000;0
8094;-74.959270;39.647598;76;32534;50206;2.760000;1
8095;-74.860430;39.656976;71;117;26806;2.490000;0
8096;-75.132220;39.830313;87;32743;49702;2.550000;0
8097;-75.153220;39.816063;89;3276;63024;2.940000;0
8098;-75.323970;39.637838;63;8283;55490;2.650000;0
080HH;-75.479240;39.634900;;0;0;0.000000;1
080XX;-74.491420;39.731878;3;206;52000;2.590000;1
8102;-75.118000;39.949579;99;10210;16573;3.070000;0
8103;-75.115140;39.936179;97;15030;23139;2.960000;0
8104;-75.109770;39.918663;98;24794;23878;2.970000;0
8105;-75.086170;39.949812;98;30833;27485;3.330000;1
8106;-75.072130;39.892213;97;10284;47220;2.460000;1
8107;-75.086190;39.908163;98;13559;41019;2.430000;1
8108;-75.064020;39.915263;97;18449;49530;2.330000;0
8109;-75.050250;39.949979;94;22720;49289;2.610000;1
8110;-75.056810;39.966812;90;15920;44443;3.120000;0
081HH;-75.093980;39.913519;;0;0;0.000000;0
8201;-74.509140;39.457517;75;34886;51397;2.700000;1
8202;-74.726880;39.092928;73;2210;56932;2.040000;1
8203;-74.380180;39.401801;84;12594;44639;2.300000;0
8204;-74.923200;38.963652;79;18724;40766;2.340000;0
8210;-74.836580;39.081754;66;14413;50250;2.710000;1
8212;-74.965260;38.936896;79;238;55313;1.800000;1
8215;-74.621710;39.548049;61;12196;44420;2.670000;1
8217;-74.721040;39.575273;77;160;41761;1.980000;0
8221;-74.573880;39.348616;86;7195;60000;2.630000;1
8223;-74.649860;39.264412;71;4432;51272;2.750000;0
8224;-74.456280;39.595957;60;577;47813;2.940000;1
8225;-74.552110;39.370083;81;7744;56858;2.660000;0
8226;-74.593810;39.265371;88;15378;44158;2.020000;1
8230;-74.704390;39.208770;70;5722;65857;2.940000;0
8232;-74.522120;39.394616;91;18017;37370;2.930000;0
8234;-74.596670;39.398172;75;30050;52618;2.750000;0
8241;-74.491710;39.527903;61;1032;65833;2.840000;1
8242;-74.875150;39.017837;73;2966;29891;2.490000;0
8243;-74.698650;39.145755;83;2824;45708;2.060000;1
8244;-74.599900;39.319901;88;11647;42341;2.320000;1
8245;-74.817240;39.176208;77;80;35250;2.350000;0
8247;-74.762050;39.051289;69;1192;51875;1.880000;1
8248;-74.656990;39.197394;68;156;78709;1.790000;0
8251;-74.936170;39.022256;83;10082;33726;2.440000;0
8252;-74.857490;39.037404;84;852;36838;2.100000;0
8260;-74.822000;38.987556;87;15343;30487;2.200000;1
8270;-74.800410;39.275059;51;8308;50816;2.900000;0
082HH;-74.677510;39.203450;;0;0;0.000000;0
8302;-75.242160;39.445164;71;44505;35835;2.820000;1
8310;-74.896840;39.522686;58;1689;30833;2.120000;0
8311;-75.185770;39.337205;49;1905;45809;2.940000;1
8312;-75.087360;39.655964;81;7112;53125;2.900000;1
8313;-75.229010;39.530314;59;199;80320;3.320000;1
8314;-74.940160;39.219301;64;1951;39000;2.830000;0
8316;-74.975470;39.274714;69;258;37188;2.550000;0
8317;-74.827070;39.406518;62;1161;60455;3.150000;1
8318;-75.168440;39.553504;63;12103;54987;2.840000;0
8319;-74.814570;39.376099;57;1252;55074;2.930000;0
8321;-75.172250;39.239649;83;200;29583;2.060000;1
8322;-75.061810;39.618222;71;9401;54028;2.960000;0
8323;-75.357410;39.402763;42;833;52344;2.590000;0
8324;-74.990010;39.218484;49;539;43833;3.310000;0
8326;-74.938510;39.524179;84;1258;30625;2.660000;1
8327;-74.977680;39.254836;70;2622;37212;2.430000;0
8328;-75.054300;39.572449;79;1592;58833;2.990000;0
8329;-74.996870;39.285464;45;99;58036;1.680000;1
8330;-74.758100;39.478771;65;21753;49960;2.700000;1
8332;-75.039230;39.379382;72;33846;40471;2.660000;1
8340;-74.879260;39.437265;49;811;43352;2.900000;0
8341;-74.949720;39.517539;79;2016;32204;2.540000;1
8343;-75.156440;39.633964;61;4619;55546;2.990000;0
8344;-75.009560;39.562763;69;6041;48879;2.690000;1
8345;-75.154640;39.283410;37;860;34063;2.470000;0
8346;-74.858540;39.562719;71;884;50357;4.210000;1
8348;-74.978890;39.314084;55;372;58333;2.480000;0
8349;-75.066840;39.256820;47;2628;39602;3.040000;1
8350;-74.870450;39.490774;73;926;60833;3.020000;0
8352;-75.129340;39.475565;80;860;38056;3.330000;0
8353;-75.297610;39.458114;74;536;49191;2.760000;1
8360;-75.018880;39.492265;80;39757;36163;2.740000;1
8361;-74.969950;39.464582;76;16290;51839;2.620000;0
083HH;-75.124090;39.284368;;0;0;0.000000;1
083XX;-74.917810;39.323447;8;168;64688;3.000000;0
8401;-74.439030;39.364966;94;40517;26969;2.460000;1
8402;-74.506610;39.329416;96;8193;45876;2.060000;0
8403;-74.526760;39.314766;75;1180;51176;2.000000;1
8406;-74.481920;39.342299;96;12910;42478;2.350000;1
084HH;-74.463600;39.350774;;0;0;0.000000;0
8501;-74.577850;40.164556;64;5036;72295;2.940000;0
8502;-74.635920;40.460137;78;19536;114854;3.290000;0
8505;-74.717780;40.132784;76;15163;58844;2.520000;0
8510;-74.421350;40.182380;69;2110;88575;3.050000;0
8511;-74.556120;40.050128;75;1122;39050;2.650000;0
8512;-74.526280;40.306286;74;10186;66436;2.730000;1
8514;-74.486890;40.134892;58;3106;71711;2.820000;0
8515;-74.651260;40.148210;74;305;75304;2.820000;0
8518;-74.804700;40.117910;87;4848;50709;2.440000;1
8520;-74.532460;40.262809;83;24573;67655;2.620000;0
8525;-74.781120;40.386902;67;5034;90445;2.630000;1
8527;-74.322510;40.115970;76;42525;65198;2.990000;1
8528;-74.615380;40.377173;66;112;50313;2.000000;1
8530;-74.931850;40.375039;70;7356;62137;2.220000;0
8533;-74.484330;40.075185;68;6703;61966;2.940000;1
8534;-74.783640;40.323150;75;11426;92628;2.750000;0
8535;-74.450650;40.228497;72;1908;118412;3.420000;1
8536;-74.585120;40.333710;91;17778;70646;2.300000;1
8540;-74.649230;40.357439;79;43324;90977;2.440000;1
8542;-74.659440;40.354424;98;3525;56149;2.220000;1
8550;-74.609030;40.292358;80;17665;129375;3.220000;1
8551;-74.849800;40.449171;66;5041;90149;2.870000;0
8553;-74.638960;40.400406;81;658;79469;2.280000;0
8554;-74.779770;40.113883;92;3684;54848;2.640000;1
8555;-74.473790;40.221420;75;928;61979;2.750000;1
8558;-74.707260;40.410155;71;5069;126027;2.920000;1
8559;-74.965120;40.435878;60;5312;83819;2.710000;1
8560;-74.859480;40.310490;69;3444;89821;2.670000;0
8561;-74.580060;40.242009;63;265;48611;2.450000;1
8562;-74.588930;40.062215;68;4744;54227;2.650000;1
085HH;-74.816920;40.126193;;0;0;0.000000;0
8608;-74.764810;40.219158;93;1233;17083;2.180000;0
8609;-74.742110;40.224441;99;15521;30995;3.030000;0
8610;-74.720050;40.199859;91;29725;49710;2.500000;1
8611;-74.751360;40.206959;99;23666;30960;2.690000;0
8618;-74.780510;40.238258;97;36916;36289;2.630000;1
8619;-74.695880;40.240558;88;22646;57696;2.400000;1
8620;-74.669160;40.172960;81;15705;65267;2.710000;1
8625;-74.756440;40.206709;100;1834;0;1.000000;0
8628;-74.822950;40.264708;82;9664;66627;2.300000;1
8629;-74.733340;40.219358;99;10639;44418;2.680000;0
8638;-74.759540;40.249908;94;26193;41721;2.650000;1
8640;-74.617760;40.003861;71;7439;41456;2.990000;0
8641;-74.589170;40.044920;83;6873;36272;3.530000;1
8648;-74.729520;40.276782;85;27883;66345;2.490000;0
8690;-74.659190;40.225409;88;18365;72920;2.810000;1
8691;-74.593650;40.207034;74;11157;74924;2.590000;1
086HH;-74.751030;40.183759;;0;0;0.000000;1
8701;-74.209410;40.082782;88;60387;35647;2.920000;0
8720;-74.102870;40.143860;75;816;117071;3.060000;1
8721;-74.160380;39.902851;80;17138;52778;2.740000;1
8722;-74.196180;39.931068;92;10316;59022;2.980000;0
8723;-74.123010;40.042479;89;31846;50069;2.540000;1
8724;-74.109820;40.087794;91;43034;53827;2.580000;0
8730;-74.062270;40.108433;90;4893;68368;2.520000;0
8731;-74.212970;39.848035;74;17918;52507;2.600000;0
8732;-74.146890;39.942616;90;1749;61125;2.480000;0
8733;-74.304910;40.017117;74;15989;36147;2.000000;1
8734;-74.166240;39.862864;82;7428;66928;3.020000;0
8735;-74.067690;39.982101;88;4327;43636;1.940000;0
8736;-74.057660;40.120261;88;13103;73353;2.550000;1
8738;-74.055800;40.025258;82;1325;70667;1.990000;1
8740;-74.134880;39.925301;95;2076;41067;2.500000;0
8741;-74.167730;39.934318;89;2501;60227;2.620000;1
8742;-74.060040;40.081165;94;26210;55998;2.440000;1
8750;-74.041240;40.133754;87;3907;79954;2.380000;0
8751;-74.075910;39.948518;93;4965;30611;2.070000;1
8752;-74.079670;39.920268;76;2875;43478;1.980000;1
8753;-74.151410;39.974584;90;63402;56526;2.720000;0
8755;-74.230330;40.010092;84;22973;53272;2.520000;1
8757;-74.252970;39.975967;86;33300;30177;1.920000;0
8758;-74.223770;39.784513;69;5375;45906;2.660000;1
8759;-74.369500;39.943541;78;17411;23914;1.580000;0
087HH;-74.087240;39.985450;;0;0;0.000000;0
087XX;-74.408240;39.896423;;0;0;0.000000;1
8801;-74.891180;40.624538;75;8074;99010;2.650000;0
8802;-75.032110;40.661172;62;3860;77079;2.910000;1
8804;-75.089600;40.652484;69;2020;74500;2.770000;1
8805;-74.540350;40.567953;93;12027;50634;2.780000;0
8807;-74.622540;40.588097;84;36359;86517;2.700000;0
8809;-74.912920;40.639546;80;6538;68889;2.310000;0
8810;-74.513630;40.372881;80;7472;80104;3.150000;1
8812;-74.471670;40.594502;88;12569;67377;2.790000;1
8816;-74.405040;40.434239;87;45560;75891;2.830000;0
8817;-74.397540;40.516104;94;45452;63980;2.720000;0
8820;-74.357810;40.575503;92;37549;85927;2.910000;0
8821;-74.685460;40.518578;78;258;44659;2.150000;1
8822;-74.853200;40.515645;74;28564;77639;2.740000;1
8823;-74.555650;40.439412;87;7674;64051;2.430000;0
8824;-74.553530;40.423055;91;11867;89354;3.150000;1
8825;-75.032390;40.509998;64;4633;59432;2.670000;1
8826;-74.914050;40.716332;67;5951;75371;2.580000;0
8827;-74.968760;40.677404;71;4446;79393;3.010000;1
8828;-74.419560;40.375940;87;1825;60125;2.450000;1
8829;-74.892420;40.668594;84;3799;69063;2.640000;0
8830;-74.318310;40.571504;95;16358;65506;2.790000;0
8831;-74.433020;40.336508;79;34377;54685;2.240000;1
8832;-74.303250;40.517855;83;2968;51411;2.750000;1
8833;-74.823460;40.643314;68;8502;100816;2.900000;1
8835;-74.592230;40.538903;92;10307;51258;2.510000;1
8836;-74.551750;40.595552;78;3851;113639;2.830000;1
8837;-74.338440;40.529355;84;14652;57013;2.310000;0
8840;-74.358710;40.543354;95;15726;73461;2.640000;0
8846;-74.501880;40.574552;93;13717;60723;2.710000;1
8848;-75.104020;40.587606;67;8626;70876;2.770000;1
8850;-74.439380;40.451105;91;8460;71817;2.730000;1
8852;-74.543290;40.389428;81;13571;71712;2.560000;0
8853;-74.724730;40.510570;73;12236;100432;3.050000;1
8854;-74.460940;40.555355;89;50527;68709;2.840000;0
8857;-74.329810;40.397507;84;36014;65855;2.770000;0
8858;-74.736240;40.681694;49;179;94037;2.240000;0
8859;-74.303430;40.461851;91;19971;60486;2.690000;0
8861;-74.277080;40.520105;99;49417;38188;3.180000;1
8863;-74.311040;40.535304;97;11649;56903;2.610000;1
8865;-75.172430;40.689123;78;28931;44092;2.530000;0
8867;-74.962250;40.583035;63;4330;94953;2.870000;0
8869;-74.637410;40.571302;91;6404;51278;2.480000;1
8872;-74.347410;40.461605;89;18833;57961;2.740000;0
8873;-74.507230;40.505253;83;40844;68047;2.600000;0
8876;-74.635930;40.545853;82;41944;68213;2.600000;1
8879;-74.276690;40.469606;90;21962;52976;2.680000;1
8880;-74.529760;40.553803;96;4492;48984;2.750000;0
8882;-74.381790;40.445006;96;15322;52324;2.720000;0
8884;-74.393300;40.391590;91;7880;55833;2.540000;1
8886;-75.111820;40.694938;72;4812;86131;3.040000;1
8887;-74.796330;40.525361;90;1004;53828;1.790000;1
8889;-74.766830;40.612851;74;9609;95476;2.780000;0
088HH;-74.513770;40.542141;;0;0;0.000000;1
8901;-74.447750;40.488304;98;48618;36048;3.220000;1
8902;-74.482870;40.453131;89;36851;61277;2.570000;0
8904;-74.425700;40.500254;98;13999;53250;2.370000;0
089HH;-74.455390;40.443875;;0;0;0.000000;1
10001;-73.996540;40.750742;100;17007;40932;1.720000;1
10002;-73.987000;40.717040;100;84838;24022;2.650000;0
10003;-73.989360;40.732509;100;54084;60891;1.600000;0
10004;-74.019380;40.693123;87;1245;101868;1.910000;1
10005;-74.008590;40.706019;99;928;79517;1.890000;0
10006;-74.013430;40.707904;100;1503;81334;1.880000;0
10007;-74.007220;40.714754;100;3576;112947;1.870000;1
10009;-73.978640;40.727093;100;58491;40176;1.980000;0
10010;-73.982060;40.739022;100;26471;62467;1.640000;0
10011;-74.000130;40.741012;100;46694;61986;1.550000;1
10012;-73.998350;40.725960;100;26031;58313;1.760000;1
10013;-74.005260;40.720666;100;24782;38304;2.240000;1
10014;-74.005330;40.734718;100;32760;66601;1.550000;0
10016;-73.977590;40.746180;100;50882;66342;1.560000;1
10017;-73.972310;40.752159;100;16458;69273;1.470000;0
10018;-73.993370;40.755101;100;4490;48705;1.850000;0
10019;-73.985610;40.765714;100;35814;55869;1.590000;0
10020;-73.980240;40.758667;;0;0;0.000000;0
10021;-73.960450;40.768420;100;102299;75472;1.640000;1
10022;-73.967320;40.759015;100;30481;80406;1.540000;0
10023;-73.982860;40.776099;100;61926;72424;1.600000;1
10024;-73.977090;40.786387;100;61174;78066;1.780000;0
10025;-73.968110;40.798502;100;97281;49733;1.980000;0
10026;-73.954720;40.802853;100;30760;22491;2.460000;1
10027;-73.954990;40.812665;100;55449;23150;2.210000;1
10028;-73.954100;40.776777;100;44881;77565;1.700000;1
10029;-73.945760;40.791586;100;75919;22232;2.660000;1
10030;-73.943510;40.818151;100;26239;17970;2.340000;0
10031;-73.948800;40.826201;100;60341;24285;2.860000;1
10032;-73.941550;40.840686;100;63513;26237;2.980000;1
10033;-73.934970;40.848764;100;58300;31348;2.980000;0
10034;-73.920000;40.867653;100;41753;29479;2.730000;1
10035;-73.933590;40.802395;100;32052;14896;2.570000;1
10036;-73.990190;40.759511;100;18774;41002;1.620000;0
10037;-73.936160;40.813385;100;17089;26561;1.910000;0
10038;-74.003650;40.709677;100;15547;31316;2.060000;0
10039;-73.937110;40.826181;100;21792;17370;2.410000;0
10040;-73.928530;40.858704;100;46772;27905;2.820000;0
10041;-74.010090;40.703042;;0;0;0.000000;0
10044;-73.949180;40.762174;100;9520;49976;2.300000;0
10048;-74.012280;40.712086;85;58;0;0.000000;0
10069;-73.990500;40.775477;100;1556;88091;1.670000;0
100HH;-73.937850;40.785557;;0;0;0.000000;1
10103;-73.977850;40.760915;;0;0;0.000000;0
10111;-73.977760;40.759235;;0;0;0.000000;1
10112;-73.979800;40.759291;;0;0;0.000000;1
10115;-73.963760;40.810906;;0;0;0.000000;1
10119;-73.992890;40.750824;;0;0;0.000000;1
10128;-73.950390;40.781894;100;59875;70031;1.800000;0
10152;-73.972240;40.758611;;0;0;0.000000;0
10153;-73.972680;40.763742;;0;0;0.000000;1
10154;-73.972670;40.757986;;0;0;0.000000;1
10162;-73.948930;40.769334;100;1778;108416;1.890000;0
10165;-73.978910;40.752354;91;16;2499;2.290000;1
10167;-73.974950;40.754862;;0;0;0.000000;0
10169;-73.976060;40.754463;;0;0;0.000000;1
10170;-73.976080;40.752859;;0;0;0.000000;1
10171;-73.974020;40.756099;;0;0;0.000000;0
10172;-73.974480;40.755494;;0;0;0.000000;0
10173;-73.979560;40.754302;;0;0;0.000000;0
10177;-73.976100;40.755345;;0;0;0.000000;1
10271;-74.010440;40.708669;;0;0;0.000000;0
10278;-74.003960;40.715721;;0;0;0.000000;1
10279;-74.008570;40.713062;;0;0;0.000000;0
10280;-74.017810;40.707467;100;6756;108536;1.790000;0
10282;-74.014340;40.717179;100;1420;86066;1.870000;1
102HH;-74.019470;40.705917;;0;0;0.000000;1
10301;-74.094330;40.631775;99;38762;45620;2.510000;1
10302;-74.137160;40.631127;99;16234;42452;2.870000;0
10303;-74.162400;40.629448;96;23521;42463;3.150000;0
10304;-74.089920;40.607870;99;39079;41041;2.830000;0
10305;-74.075040;40.599021;98;38505;48944;2.650000;0
10306;-74.117850;40.569394;97;55567;55413;2.650000;1
10307;-74.243880;40.508274;97;11846;64159;2.910000;1
10308;-74.150990;40.551353;99;26743;61868;2.810000;0
10309;-74.213050;40.529749;93;26933;65397;2.930000;0
10310;-74.115510;40.632120;99;22524;46198;2.770000;0
10312;-74.176290;40.543117;97;58682;67728;2.930000;1
10314;-74.145130;40.606337;97;85332;59560;2.760000;1
103HH;-74.161020;40.569385;;0;0;0.000000;0
10451;-73.922300;40.819729;100;41021;20307;2.710000;1
10452;-73.922340;40.838745;100;71802;20606;3.100000;1
10453;-73.912150;40.853017;100;76928;21109;3.130000;0
10454;-73.916280;40.805968;100;35012;14271;2.980000;1
10455;-73.907710;40.815559;100;37482;19389;2.990000;0
10456;-73.908570;40.829676;100;76868;16664;3.000000;0
10457;-73.898620;40.846745;100;69259;19233;3.020000;0
10458;-73.888820;40.864166;100;77699;22072;2.940000;1
10459;-73.893280;40.825432;100;39174;17498;3.080000;1
10460;-73.880360;40.840950;100;53505;19517;2.920000;0
10461;-73.838190;40.842917;100;49916;40024;2.340000;0
10462;-73.858620;40.842173;100;72159;33735;2.560000;0
10463;-73.907500;40.881086;100;65103;40497;2.290000;0
10464;-73.789030;40.857017;84;4625;57458;2.200000;1
10465;-73.817520;40.825727;99;42466;45650;2.570000;0
10466;-73.847030;40.890950;100;68638;37141;2.870000;0
10467;-73.869380;40.872265;100;94473;29044;2.640000;1
10468;-73.899160;40.867107;100;78717;26852;2.970000;1
10469;-73.847360;40.868643;100;63700;42102;2.820000;0
10470;-73.860720;40.900629;100;15867;38464;2.400000;0
10471;-73.903480;40.900819;98;23415;56488;2.070000;1
10472;-73.868450;40.830409;100;64296;23565;2.960000;0
10473;-73.858930;40.818514;100;56139;27733;2.880000;1
10474;-73.887550;40.813210;98;11361;16339;3.070000;1
10475;-73.825420;40.878522;100;38065;40528;2.200000;1
104HH;-73.841600;40.818109;;0;0;0.000000;1
10501;-73.764940;41.289939;78;778;129692;3.340000;1
10502;-73.841520;41.011324;91;4893;106027;2.980000;0
10503;-73.875140;41.024855;93;121;157816;1.590000;1
10504;-73.703520;41.129908;74;7173;130789;3.040000;0
10506;-73.627770;41.195778;71;5616;153632;3.070000;1
10507;-73.690180;41.236931;80;7467;72568;2.650000;0
10509;-73.595570;41.413620;75;18846;70528;2.830000;0
10510;-73.833120;41.146297;80;9924;131402;2.840000;1
10511;-73.940340;41.260283;85;2189;62604;2.670000;1
10512;-73.684510;41.444833;73;23913;71250;2.760000;0
10514;-73.775980;41.167455;80;11920;173368;3.130000;1
10516;-73.931410;41.440695;64;5199;62981;2.420000;1
10518;-73.604930;41.269072;72;1684;156190;3.200000;0
10519;-73.661990;41.345980;69;126;73750;2.090000;0
10520;-73.885430;41.215541;80;12634;72164;2.420000;1
10522;-73.866030;41.012729;94;10622;70333;2.550000;1
10523;-73.816580;41.057089;86;7259;67100;2.820000;0
10524;-73.921540;41.363063;67;4223;83329;2.760000;0
10526;-73.667020;41.294561;75;1679;114496;2.900000;0
10527;-73.757610;41.319026;73;1033;114106;2.920000;0
10528;-73.718860;40.972667;91;12309;73732;2.630000;1
10530;-73.806350;41.025114;93;12694;77313;2.230000;1
10532;-73.795810;41.103664;93;6615;78773;3.000000;1
10533;-73.863510;41.039005;87;7479;94928;2.670000;0
10535;-73.802080;41.331173;79;387;56250;2.610000;0
10536;-73.685130;41.265478;74;10625;109542;2.990000;1
10537;-73.886900;41.337335;80;1932;63583;2.620000;0
10538;-73.756160;40.933089;95;16944;111492;2.660000;1
10541;-73.753680;41.372419;81;26833;78285;3.110000;1
10543;-73.734600;40.952892;94;19269;64787;2.600000;1
10546;-73.792690;41.199502;75;1201;115207;2.670000;0
10547;-73.851190;41.314676;84;8544;71875;2.850000;1
10548;-73.941480;41.248359;84;4073;65553;2.660000;0
10549;-73.730460;41.204027;80;15591;75761;2.670000;1
10550;-73.837090;40.907607;100;38185;33573;2.720000;1
10552;-73.826140;40.924195;99;19988;52593;2.290000;0
10553;-73.821500;40.909288;99;10182;49178;3.140000;0
10560;-73.613070;41.327970;68;4930;101484;2.810000;1
10562;-73.847420;41.176837;88;31136;59343;2.610000;0
10566;-73.919290;41.288258;95;22441;47177;2.550000;1
10567;-73.890800;41.300813;79;17672;85227;3.040000;0
10570;-73.789220;41.132367;86;12320;100196;2.790000;0
10573;-73.673270;41.010376;97;36294;53180;2.850000;1
10576;-73.584090;41.212954;67;4626;152863;2.810000;0
10577;-73.715890;41.037203;75;3489;183686;3.180000;0
10578;-73.669070;41.325200;71;632;81605;2.570000;1
10579;-73.837710;41.390356;67;8046;79431;2.900000;0
10580;-73.690030;40.976579;87;16707;114164;2.810000;0
10583;-73.797160;40.988450;91;38705;122234;2.800000;1
10588;-73.829740;41.330178;81;2127;79553;3.120000;0
10589;-73.692350;41.331587;80;7329;73472;2.160000;1
10590;-73.540770;41.256639;74;7201;101226;2.810000;0
10591;-73.857210;41.080196;88;21671;63219;2.540000;1
10594;-73.776880;41.120025;86;5427;84403;2.980000;1
10595;-73.777860;41.083848;82;6521;70469;2.810000;1
10597;-73.588350;41.289162;64;325;115574;2.690000;0
10598;-73.789340;41.296874;82;29418;85990;2.860000;1
105HH;-73.743580;41.113659;;0;0;0.000000;0
10601;-73.764540;41.032489;98;8961;41201;2.070000;0
10603;-73.776720;41.053182;92;16386;60151;2.400000;1
10604;-73.744520;41.045387;87;10424;62553;2.640000;1
10605;-73.751580;41.010020;92;17451;83587;2.520000;0
10606;-73.778090;41.024107;99;15792;55459;2.860000;1
10607;-73.809530;41.041191;89;7576;93268;3.020000;0
106HH;-73.761620;41.075160;;0;0;0.000000;1
10701;-73.881760;40.943525;99;63310;34821;2.750000;0
10703;-73.879910;40.956546;99;20465;41578;2.660000;1
10704;-73.861210;40.920273;99;29189;54602;2.440000;1
10705;-73.891420;40.917281;100;38483;35271;2.880000;0
10706;-73.872910;40.992084;89;9215;89952;2.540000;0
10707;-73.823640;40.958689;98;9349;67929;2.500000;1
10708;-73.830990;40.939049;98;22442;72165;2.220000;0
10709;-73.811430;40.953849;96;8994;70888;2.480000;0
10710;-73.845070;40.965550;95;25341;55323;2.490000;0
107HH;-73.905110;40.945976;;0;0;0.000000;1
10801;-73.786440;40.915845;99;36284;42290;2.800000;0
10803;-73.807180;40.902221;96;12097;90261;2.870000;1
10804;-73.787970;40.946805;91;14192;126480;2.910000;1
10805;-73.779340;40.897783;99;17992;49550;2.250000;0
108HH;-73.778300;40.893285;;0;0;0.000000;1
10901;-74.126820;41.125695;78;21545;71051;2.630000;1
10913;-73.960160;41.062779;82;5040;87866;3.110000;0
10916;-74.243460;41.451074;65;4015;74200;3.090000;0
10917;-74.123540;41.322344;74;1653;68472;2.810000;0
10918;-74.260730;41.356480;72;11609;71016;2.880000;1
10919;-74.379080;41.525781;64;527;59583;2.740000;1
10920;-73.942880;41.149245;84;8994;78958;3.000000;0
10921;-74.359320;41.332519;74;3982;56589;2.850000;0
10923;-74.001610;41.204544;93;9137;57276;3.060000;0
10924;-74.333710;41.389280;71;12341;59630;2.710000;0
10925;-74.297780;41.211794;83;4853;51657;2.450000;0
10926;-74.140490;41.299334;64;3358;60862;2.590000;0
10927;-73.968370;41.196044;95;10027;42683;3.410000;1
10928;-73.972930;41.360336;74;5353;50511;2.390000;0
10930;-74.120960;41.358050;75;7524;82412;3.130000;1
10931;-74.167190;41.126395;72;784;54625;2.990000;1
10940;-74.439510;41.449364;78;43033;44550;2.710000;1
10941;-74.358440;41.478028;73;13133;54184;2.750000;1
10950;-74.195320;41.323547;81;38766;54651;3.610000;1
10952;-74.075560;41.116162;92;32449;53191;4.020000;0
10954;-74.013310;41.100182;91;22897;72476;2.750000;0
10956;-73.994900;41.145495;87;31140;94838;3.050000;1
10958;-74.415720;41.384738;61;3081;61639;2.930000;1
10960;-73.925810;41.089746;92;14538;60766;2.320000;0
10962;-73.962160;41.047996;80;5793;79402;3.000000;1
10963;-74.538480;41.475197;72;4622;54280;2.920000;1
10964;-73.925850;41.011464;76;1288;86592;2.730000;0
10965;-74.017340;41.063329;90;14470;72736;2.710000;1
10968;-73.918790;41.040623;94;2413;60638;2.180000;1
10969;-74.489360;41.295568;56;987;46083;2.680000;1
10970;-74.045230;41.192394;79;9424;62025;2.560000;1
10973;-74.477590;41.391172;67;1685;55729;2.640000;1
10974;-74.192150;41.156095;75;3146;71106;2.910000;0
10975;-74.171410;41.246428;52;251;43482;1.730000;1
10976;-73.928170;41.028647;85;1737;26875;1.990000;1
10977;-74.045050;41.116795;94;49001;53473;3.500000;0
10980;-74.011570;41.231408;74;12624;71451;2.910000;0
