Customer_ID,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Gender,Age,Region,Dropped_Calls,tariff,Handset,L_O_S
"K139690",317,2418.000000,13,74.700001,5,8.399999,813.296729,7.627760,5.746154,1.680000,335,2501.100000,7.465970,3314.396729,"M",30,"North-East",0,"CAT 200","S50",42.086242
"K139700",167,1275.600000,94,200.700000,13,35.500001,275.657976,7.638323,2.135106,2.730769,274,1511.800001,5.517518,1787.457977,"F",32,"West",4,"CAT 200","S80",42.743326
"K139710",479,1401.000000,0,0.000000,41,76.500001,467.885165,2.924843,0.000000,1.865854,520,1477.500001,2.841346,1945.385166,"F",49,"East",7,"CAT 200","S50",18.201232
"K139720",584,1993.200001,239,551.100001,3,15.600000,677.009840,3.413014,2.305858,5.200000,826,2559.900002,3.099153,3236.909842,"F",49,"South-West",2,"CAT 200","ASAD170",26.349076
"K139730",133,1020.600000,75,327.600000,0,0.000000,337.261722,7.673684,4.368000,0.000000,208,1348.200000,6.481731,1685.461722,"M",41,"North-East",0,"CAT 200","S50",51.186858
"K139760",158,541.800000,121,474.900000,7,22.000000,185.816070,3.429114,3.924793,3.142857,286,1038.700000,3.631818,1224.516070,"F",55,"Central",0,"CAT 200","S50",29.075975
"K139770",269,778.200000,20,319.499999,12,74.400001,246.805017,2.892937,15.975000,6.200000,301,1172.100000,3.894020,1418.905017,"F",33,"South-West",9,"CAT 200","ASAD170",18.661191
"K139780",182,933.000000,34,113.400001,10,20.000000,189.214320,5.126374,3.335294,2.000000,226,1066.400001,4.718584,1255.614321,"F",31,"East",0,"CAT 200","S80",20.599589
"K139790",206,864.000000,6,391.500001,22,73.200001,290.525633,4.194175,65.250000,3.327273,234,1328.700002,5.678205,1619.225635,"F",30,"West",0,"CAT 200","S80",16.098563
"K139810",341,1035.600000,51,619.800000,54,85.200000,283.158671,3.036950,12.152941,1.577778,446,1740.600000,3.902691,2023.758671,"M",36,"Central",1,"CAT 200","ASAD170",24.312115
"K139830",276,1153.200000,16,43.200000,5,87.000000,408.464481,4.178261,2.700000,17.400000,297,1283.400000,4.321212,1691.864481,"F",35,"North-East",1,"CAT 200","S50",45.240246
"K139860",162,1246.200000,140,252.600000,7,18.000000,188.840142,7.692593,1.804286,2.571429,309,1516.800000,4.908738,1705.640142,"F",44,"North-East",2,"CAT 200","S50",56.673511
"K139870",220,1695.599999,159,539.100001,4,64.800000,244.391789,7.707273,3.390566,16.200000,383,2299.500000,6.003916,2543.891789,"M",72,"Central",1,"CAT 200","S50",48.657084
"K139880",129,995.399999,0,0.000000,4,37.200000,218.168618,7.716279,0.000000,9.300000,133,1032.599999,7.763910,1250.768617,"F",30,"West",0,"CAT 200","S80",41.790554
"K139890",492,1681.200000,79,134.100000,33,66.600001,478.122749,3.417073,1.697468,2.018182,604,1881.900001,3.115728,2360.022750,"M",42,"South-East",2,"CAT 200","S50",18.562628
"K139910",134,1039.800001,254,681.900000,3,8.400000,324.295937,7.759702,2.684646,2.800000,391,1730.100001,4.424808,2054.395938,"M",37,"East",5,"CAT 200","S80",55.556468
"K139920",405,1384.800000,88,197.399999,13,70.800000,187.800918,3.419259,2.243182,5.446154,506,1652.999999,3.266798,1840.800917,"F",27,"North-West",8,"CAT 200","ASAD170",11.827515
"K139940",823,2460.000000,108,982.200001,1,8.000000,182.423521,2.989064,9.094444,8.000000,932,3450.200001,3.701931,3632.623522,"M",31,"East",0,"CAT 200","S80",22.110883
"K139950",234,981.600001,112,401.699999,12,72.500001,428.511793,4.194872,3.586607,6.041667,358,1455.800001,4.066480,1884.311794,"F",30,"Central",9,"CAT 200","S80",49.872690
"K139970",145,1126.200000,175,317.100001,4,21.600000,270.278007,7.766897,1.812000,5.400000,324,1464.900001,4.521296,1735.178008,"F",44,"North-East",0,"CAT 200","S50",41.856263
"K139990",128,997.800000,35,421.500000,7,13.000000,461.234059,7.795312,12.042857,1.857143,170,1432.300000,8.425294,1893.534059,"M",31,"North",0,"CAT 200","S80",44.123203
"K140010",325,1014.000000,107,571.199999,0,0.000000,268.702128,3.120000,5.338318,0.000000,432,1585.199999,3.669444,1853.902127,"M",31,"North",2,"CAT 200","ASAD170",43.071869
"K140020",737,2373.000000,168,266.100001,23,37.800001,756.452383,3.219810,1.583929,1.643478,928,2676.900002,2.884591,3433.352385,"M",45,"South-West",5,"CAT 200","ASAD170",46.324435
"K140030",73,576.000000,95,366.300000,45,94.200001,234.004184,7.890411,3.855789,2.093333,213,1036.500001,4.866197,1270.504185,"F",36,"East",1,"CAT 200","ASAD170",23.227926
"K140040",188,789.600001,105,455.100000,27,43.200000,229.838449,4.200000,4.334286,1.600000,320,1287.900001,4.024688,1517.738450,"F",52,"North-West",0,"CAT 200","S80",52.862423
"K140050",248,1263.599999,96,464.400001,4,72.599999,491.469170,5.095161,4.837500,18.150000,348,1800.599999,5.174138,2292.069169,"M",34,"West",2,"CAT 200","S50",28.648871
"K140060",90,710.399999,207,532.500001,3,38.400000,295.865453,7.893333,2.572464,12.800000,300,1281.300000,4.271000,1577.165453,"F",43,"North-East",2,"CAT 200","S80",30.554415
"K140070",155,1213.199999,11,111.600000,7,10.800001,407.806571,7.827097,10.145455,1.542857,173,1335.600000,7.720231,1743.406571,"M",46,"South-West",0,"CAT 200","S80",23.162218
"K140090",192,658.199999,3,469.800000,3,11.400000,180.410274,3.428125,156.600000,3.800000,198,1139.399999,5.754545,1319.810273,"F",40,"North",2,"CAT 200","S80",49.675565
"K140100",86,679.200000,40,359.100000,2,32.500000,330.663049,7.897674,8.977500,16.250000,128,1070.800000,8.365625,1401.463049,"F",51,"West",1,"CAT 200","S80",33.675565
"K140110",456,1918.200000,120,476.399999,25,61.800000,764.448113,4.206579,3.970000,2.472000,601,2456.399999,4.087188,3220.848112,"M",26,"North-East",0,"CAT 200","ASAD170",24.114990
"K140120",346,1184.400000,6,141.900000,3,15.000000,192.967170,3.423121,23.650000,5.000000,355,1341.300000,3.778310,1534.267170,"F",31,"West",1,"CAT 200","ASAD90",24.016427
"K140130",157,1236.600001,54,197.700001,8,25.200000,444.373140,7.876433,3.661111,3.150000,219,1459.500002,6.664384,1903.873142,"F",49,"East",2,"CAT 200","ASAD170",10.677618
"K140140",144,1138.200000,169,387.300001,2,19.200000,211.868616,7.904167,2.291716,9.600000,315,1544.700001,4.903810,1756.568617,"F",34,"West",1,"CAT 200","S50",34.529774
"K140170",95,752.399999,15,468.900001,5,47.500000,316.388460,7.920000,31.260000,9.500000,115,1268.800000,11.033043,1585.188460,"M",29,"South-East",2,"CAT 200","S80",22.373717
"K140180",414,1417.800000,57,131.100000,4,120.500002,455.237693,3.424638,2.300000,30.125001,475,1669.400002,3.514526,2124.637695,"F",32,"South-East",8,"CAT 200","ASAD170",46.554415
"K140200",463,1951.800000,85,291.600000,46,88.800000,686.056956,4.215551,3.430588,1.930435,594,2332.200000,3.926263,3018.256956,"F",50,"South-East",1,"CAT 200","ASAD170",18.069815
"K140230",634,1894.800001,36,208.500000,6,12.500000,679.760202,2.988644,5.791667,2.083333,676,2115.800001,3.129882,2795.560203,"F",52,"South-East",2,"CAT 200","S80",40.969199
"K140240",163,1290.000000,380,573.000000,41,70.200000,567.787476,7.914110,1.507895,1.712195,584,1933.200000,3.310274,2500.987476,"M",41,"North-East",1,"CAT 200","ASAD170",44.221766
"K140250",137,1090.800001,128,735.000000,5,15.000000,524.705844,7.962044,5.742188,3.000000,270,1840.800001,6.817778,2365.505845,"M",41,"East",0,"CAT 200","ASAD90",47.277207
"K140260",291,999.000000,102,204.900000,47,75.500002,299.228092,3.432990,2.008824,1.606383,440,1279.400002,2.907727,1578.628094,"M",37,"South-West",1,"CAT 200","S50",54.012320
"K140270",345,1274.400000,78,474.600000,0,0.000000,570.512798,3.693913,6.084615,0.000000,423,1749.000000,4.134752,2319.512798,"M",49,"South-West",2,"CAT 200","S80",44.845996
"K140280",253,1066.200000,9,35.400000,82,124.200000,219.015781,4.214229,3.933333,1.514634,344,1225.800000,3.563372,1444.815781,"F",39,"South-East",2,"CAT 200","ASAD170",33.806982
"K140290",253,2016.000000,46,106.200000,1,6.600000,267.841844,7.968379,2.308696,6.600000,300,2128.800000,7.096000,2396.641844,"F",27,"South-East",10,"CAT 200","S80",41.593429
"K140310",127,1014.600001,271,447.600001,29,104.500000,375.099650,7.988976,1.651661,3.603448,427,1566.700002,3.669087,1941.799652,"M",42,"West",1,"CAT 200","S80",30.948665
"K140320",421,1314.000000,42,300.300000,32,53.400000,294.107524,3.121140,7.150000,1.668750,495,1667.700000,3.369091,1961.807524,"F",48,"South-West",9,"CAT 200","S50",52.895277
"K140330",214,640.200000,214,451.200000,50,94.800000,259.486635,2.991589,2.108411,1.896000,478,1186.200000,2.481590,1445.686635,"M",31,"South-West",6,"CAT 200","S80",22.965092
"K140340",429,1473.000000,7,19.200000,8,19.500000,327.235277,3.433566,2.742857,2.437500,444,1511.700000,3.404730,1838.935277,"M",29,"Central",11,"CAT 200","S80",26.841889
"K140350",87,699.600001,61,539.700000,3,30.000000,213.327003,8.041379,8.847541,10.000000,151,1269.300001,8.405960,1482.627004,"F",56,"North-East",11,"CAT 200","ASAD170",20.599589
"K140390",267,1127.400000,130,432.600000,2,12.000000,501.091731,4.222472,3.327692,6.000000,399,1572.000000,3.939850,2073.091731,"M",46,"North-East",1,"CAT 200","ASAD170",41.297741
"K140400",330,988.200000,164,703.500002,1,72.600000,502.882844,2.994545,4.289634,72.600000,495,1764.300002,3.564242,2267.182846,"F",66,"West",9,"CAT 200","S80",46.882957
"K140410",164,1318.200001,21,428.400000,0,0.000000,288.055711,8.037805,20.400000,0.000000,185,1746.600001,9.441081,2034.655712,"M",57,"South-West",6,"CAT 200","S50",31.014374
"K140420",194,1557.599999,53,329.100000,7,33.599999,483.992036,8.028866,6.209434,4.800000,254,1920.299998,7.560236,2404.292034,"F",29,"South-East",0,"CAT 200","S80",39.326489
"K140430",137,696.600002,44,390.600002,9,16.000000,229.664268,5.084672,8.877273,1.777778,190,1103.200004,5.806316,1332.864272,"M",31,"North",2,"CAT 200","ASAD170",35.515400
"K140440",404,1260.599999,50,341.400001,11,44.400001,344.322550,3.120297,6.828000,4.036364,465,1646.400001,3.540645,1990.722551,"F",26,"West",1,"CAT 200","ASAD170",34.989733
"K140460",275,2212.200000,3,26.700000,6,24.000000,572.186286,8.044364,8.900000,4.000000,284,2262.900000,7.967958,2835.086286,"M",33,"North-East",0,"CAT 200","S80",31.638604
"K140470",307,1133.400001,213,330.000000,6,47.000000,422.953447,3.691857,1.549296,7.833333,526,1510.400001,2.871483,1933.353448,"F",30,"East",2,"CAT 200","S80",30.521561
"K140490",258,1311.600001,192,293.700000,20,51.600001,186.208216,5.083721,1.529687,2.580000,470,1656.900002,3.525319,1843.108218,"F",28,"South",1,"CAT 200","ASAD170",43.893224
"K140500",310,967.200000,72,361.500001,59,104.400000,252.373526,3.120000,5.020833,1.769492,441,1433.100001,3.249660,1685.473527,"M",39,"East",0,"CAT 200","S80",57.363450
"K140520",131,1057.800000,157,303.600001,8,19.800000,239.853829,8.074809,1.933758,2.475000,296,1381.200001,4.666216,1621.053830,"F",33,"South-West",2,"CAT 200","S80",21.256674
"K140530",223,1803.000000,9,42.299999,31,84.000000,289.839839,8.085202,4.700000,2.709677,263,1929.299999,7.335741,2219.139838,"M",27,"North-West",1,"CAT 200","S50",34.924025
"K140540",139,1123.799999,291,795.600000,0,0.000000,601.766703,8.084892,2.734021,0.000000,430,1919.399999,4.463721,2521.166702,"F",31,"North-West",9,"CAT 200","ASAD170",44.451745
"K140550",168,852.000000,57,108.300001,30,71.000000,265.692806,5.071429,1.900000,2.366667,255,1031.300001,4.044314,1296.992807,"F",29,"East",0,"CAT 200","S50",30.652977
"K140590",191,809.400001,348,696.599999,34,75.599999,251.988561,4.237696,2.001724,2.223529,573,1581.599999,2.760209,1833.588560,"F",48,"South-East",1,"CAT 200","S80",38.603696
"K140620",287,1219.800000,143,290.699999,4,11.500000,349.529200,4.250174,2.032867,2.875000,434,1521.999999,3.506912,1871.529199,"F",42,"East",0,"CAT 200","S50",21.256674
"K140630",244,838.200000,50,266.399999,3,5.400000,213.797251,3.435246,5.328000,1.800000,297,1109.999999,3.737374,1323.797250,"F",34,"North-East",2,"CAT 200","S50",46.160164
"K140640",246,1998.600000,31,69.900001,21,97.800000,332.448411,8.124390,2.254839,4.657143,298,2166.300001,7.269463,2498.748412,"F",28,"West",11,"CAT 200","S80",33.806982
"K140650",127,1032.600000,240,474.600000,3,10.000000,229.962503,8.130709,1.977500,3.333333,370,1517.200000,4.100541,1747.162503,"F",31,"North-East",1,"CAT 200","S80",13.634497
"K140660",178,754.799999,307,542.700000,6,34.799999,417.613658,4.240449,1.767752,5.800000,491,1332.299998,2.713442,1749.913656,"F",53,"East",2,"CAT 200","ASAD170",16.131417
"K140670",119,967.200001,127,330.299999,9,40.200001,222.788471,8.127731,2.600787,4.466667,255,1337.700001,5.245882,1560.488472,"M",31,"North-West",1,"CAT 200","ASAD170",47.047228
"K140680",166,1351.199998,21,361.199998,8,19.500000,288.737098,8.139759,17.200000,2.437500,195,1731.899996,8.881538,2020.637094,"F",47,"North-West",2,"CAT 200","S50",45.831622
"K140700",201,1640.399999,256,460.500001,0,0.000000,244.691128,8.161194,1.798828,0.000000,457,2100.900000,4.597155,2345.591128,"F",29,"North-West",1,"CAT 200","ASAD170",16.229979
"K140720",144,1179.600000,78,147.900001,4,27.000000,298.362863,8.191667,1.896154,6.750000,226,1354.500001,5.993363,1652.862864,"M",26,"North-West",3,"CAT 200","ASAD170",14.357290
"K140730",466,1395.600000,99,159.900001,2,17.000000,347.000855,2.994850,1.615152,8.500000,567,1572.500001,2.773369,1919.500856,"M",39,"East",8,"CAT 200","S80",32.229979
"K140740",196,1606.800000,28,221.700000,14,52.800000,423.953053,8.197959,7.917857,3.771429,238,1881.300000,7.904622,2305.253053,"M",37,"North-West",2,"CAT 200","S50",27.926078
"K140760",50,1087.200000,111,518.100000,15,27.600000,371.412493,21.744000,4.667568,1.840000,176,1632.900000,9.277841,2004.312493,"M",50,"South",9,"CAT 200","ASAD170",56.016427
"K140770",374,1285.800001,29,114.900000,23,38.500000,232.401997,3.437968,3.962069,1.673913,426,1439.200001,3.378404,1671.601998,"M",61,"North",6,"CAT 200","S50",24.837782
"K140780",310,1320.599999,87,204.000000,1,21.600000,389.719516,4.260000,2.344828,21.600000,398,1546.199999,3.884925,1935.919515,"M",39,"East",0,"CAT 200","S80",31.342916
"K140800",208,1715.400000,81,702.300000,13,54.000000,485.035389,8.247115,8.670370,4.153846,302,2471.700000,8.184437,2956.735389,"F",36,"South-West",1,"CAT 200","ASAD90",24.213552
"K140810",289,2374.800000,203,393.000000,22,36.000000,302.422264,8.217301,1.935961,1.636364,514,2803.800000,5.454864,3106.222264,"F",29,"South",2,"CAT 200","ASAD170",54.965092
"K140820",55,1192.200000,52,257.099999,0,0.000000,405.623882,21.676364,4.944231,0.000000,107,1449.299999,13.544860,1854.923881,"M",54,"West",0,"CAT 200","ASAD170",14.751540
"K140830",220,759.599999,157,333.900000,33,104.400001,243.732637,3.452727,2.126752,3.163636,410,1197.900000,2.921707,1441.632637,"F",31,"Central",0,"CAT 200","S50",51.646817
"K140860",126,1042.800001,26,81.000000,30,89.000000,364.680926,8.276190,3.115385,2.966667,182,1212.800001,6.663736,1577.480927,"M",28,"East",2,"CAT 200","S80",54.373717
"K140880",309,1317.600000,145,282.000000,7,16.800000,487.536974,4.264078,1.944828,2.400000,461,1616.400000,3.506291,2103.936974,"M",48,"South-West",1,"CAT 200","S50",41.330595
"K140900",153,775.800000,94,342.900001,41,64.800000,245.617811,5.070588,3.647872,1.580488,288,1183.500001,4.109375,1429.117812,"M",31,"Central",1,"CAT 200","ASAD170",16.000000
"K140920",200,1656.600001,3,174.600000,8,33.000000,347.761171,8.283000,58.200000,4.125000,211,1864.200001,8.835071,2211.961172,"F",44,"West",4,"CAT 200","ASAD170",17.314168
"K140930",493,1700.400000,144,494.699999,9,38.400000,248.669179,3.449087,3.435417,4.266667,646,2233.499999,3.457430,2482.169178,"M",45,"South-West",2,"CAT 200","S80",10.907598
"K140940",323,1379.400001,75,125.700000,11,85.199999,425.499284,4.270588,1.676000,7.745454,409,1590.300000,3.888264,2015.799284,"F",34,"East",2,"CAT 200","ASAD170",53.355236
"K140950",219,1825.199999,225,373.199999,7,34.500000,462.573118,8.334247,1.658667,4.928571,451,2232.899998,4.950998,2695.473116,"F",38,"Central",7,"CAT 200","S50",30.258727
"K140960",266,2214.000000,52,543.599999,11,60.000000,419.061999,8.323308,10.453846,5.454545,329,2817.599999,8.564134,3236.661998,"F",34,"West",2,"CAT 200","ASAD170",36.731006
"K140970",408,1740.600000,101,160.200000,21,42.600000,260.016565,4.266176,1.586139,2.028571,530,1943.400000,3.666792,2203.416565,"M",28,"South-West",8,"CAT 200","ASAD170",34.825462
"K140980",281,1200.000000,81,140.100000,1,3.600000,278.350980,4.270463,1.729630,3.600000,363,1343.700000,3.701653,1622.050980,"F",39,"South",2,"CAT 200","S50",29.831622
"K141010",232,993.000000,28,395.700000,41,81.600000,278.663568,4.280172,14.132143,1.990244,301,1470.300000,4.884718,1748.963568,"M",26,"South-West",1,"CAT 200","ASAD90",52.172485
"K141020",377,1609.199999,10,54.600001,11,141.000000,494.796217,4.268435,5.460000,12.818182,398,1804.800000,4.534673,2299.596217,"F",50,"South-West",0,"CAT 200","S80",19.876797
"K141050",406,1494.599999,109,593.100000,8,47.000000,345.463783,3.681281,5.441284,5.875000,523,2134.699999,4.081644,2480.163782,"M",29,"East",0,"CAT 200","S50",31.507187
"K141070",193,1610.399999,86,152.699999,15,36.000000,209.835335,8.344041,1.775581,2.400000,294,1799.099998,6.119388,2008.935333,"F",30,"South",0,"CAT 200","ASAD170",22.209446
"K141100",420,1314.000000,15,65.400000,24,38.400000,325.571309,3.128571,4.360000,1.600000,459,1417.800000,3.088889,1743.371309,"F",53,"South-West",0,"CAT 200","S50",49.379877
"K141120",452,1299.000000,202,313.800000,4,53.500000,252.678858,2.873894,1.553465,13.375000,658,1666.300000,2.532371,1918.978858,"F",31,"South-East",0,"CAT 200","S50",45.995893
"K141140",436,1505.400000,6,93.000000,1,7.200000,513.839532,3.452752,15.500000,7.200000,443,1605.600000,3.624379,2119.439532,"M",38,"North-East",4,"CAT 200","S50",24.739220
"K141150",199,852.600001,26,154.200001,24,42.000000,237.742511,4.284422,5.930769,1.750000,249,1048.800002,4.212048,1286.542513,"M",26,"Central",0,"CAT 200","S50",25.724846
"K141160",92,780.000000,167,267.600000,17,25.800000,275.566057,8.478261,1.602395,1.517647,276,1073.400000,3.889130,1348.966057,"F",35,"South-East",0,"CAT 200","S80",26.053388
"K141170",27,573.600001,44,400.500001,0,0.000000,281.047061,21.244444,9.102273,0.000000,71,974.100002,13.719718,1255.147063,"F",27,"South-East",1,"CAT 200","S50",23.983573
"K141180",117,993.000000,9,171.600000,17,101.500000,368.963804,8.487179,19.066667,5.970588,143,1266.100000,8.853846,1635.063804,"F",30,"South",0,"CAT 200","S50",14.225873
"K141190",51,1077.600000,21,52.200000,16,57.000000,232.820626,21.129412,2.485714,3.562500,88,1186.800000,13.486364,1419.620626,"F",26,"South-East",2,"CAT 200","ASAD170",49.642710
"K141200",55,1167.600000,28,252.000000,19,118.800000,195.495826,21.229091,9.000000,6.252632,102,1538.400000,15.082353,1733.895826,"F",30,"North-East",1,"CAT 200","S80",36.566735
"K141210",101,853.800001,46,162.300001,22,51.000000,293.454290,8.453465,3.528261,2.318182,169,1067.100002,6.314201,1360.554292,"M",29,"North",1,"CAT 200","S80",42.513347
"K141230",436,1504.200000,2,69.600000,12,27.000000,326.305837,3.450000,34.800000,2.250000,450,1600.800000,3.557333,1927.105837,"F",38,"North-West",0,"CAT 200","S50",56.114990
"K141240",155,1312.200000,94,199.800000,47,90.600000,180.605949,8.465806,2.125532,1.927660,296,1602.600000,5.414189,1783.205949,"M",44,"North-West",0,"CAT 200","S80",35.679671
"K141250",120,1023.000000,125,233.100000,24,122.400000,317.629673,8.525000,1.864800,5.100000,269,1378.500000,5.124535,1696.129673,"F",31,"South-East",0,"CAT 200","S50",46.652977
"K141260",167,718.799999,175,472.500001,9,87.500001,365.027601,4.304192,2.700000,9.722222,351,1278.800001,3.643305,1643.827602,"F",29,"East",0,"CAT 200","S50",34.464066
"K141270",316,932.400001,16,78.000000,45,124.200000,371.915186,2.950633,4.875000,2.760000,377,1134.600001,3.009549,1506.515187,"M",29,"East",0,"CAT 200","S80",57.067762
"K141280",304,1530.600001,31,106.800000,15,82.200000,236.238624,5.034868,3.445161,5.480000,350,1719.600001,4.913143,1955.838625,"M",33,"Central",1,"CAT 200","S50",22.767967
"K141300",301,901.799999,213,323.700001,35,63.600001,337.549640,2.996013,1.519718,1.817143,549,1289.100001,2.348087,1626.649641,"F",26,"East",3,"CAT 200","ASAD170",19.449692
"K141310",260,1309.200000,130,387.899999,5,19.200000,364.506620,5.035385,2.983846,3.840000,395,1716.299999,4.345063,2080.806619,"F",27,"North",0,"CAT 200","S80",20.468172
"K141330",121,1030.800000,32,648.299999,78,154.200000,485.327947,8.519008,20.259375,1.976923,231,1833.299999,7.936364,2318.627946,"M",40,"South-West",3,"CAT 200","S50",37.848049
"K141350",441,1290.000000,18,68.400001,7,38.500001,441.422020,2.925170,3.800000,5.500000,466,1396.900002,2.997639,1838.322022,"M",26,"North",1,"CAT 200","ASAD170",43.071869
"K141370",93,798.600000,123,273.000000,17,87.000000,273.985370,8.587097,2.219512,5.117647,233,1158.600000,4.972532,1432.585370,"F",46,"South",1,"CAT 200","ASAD170",35.745380
"K141390",103,879.600000,166,489.000000,5,12.500000,269.379889,8.539806,2.945783,2.500000,274,1381.100000,5.040511,1650.479889,"F",49,"South-West",1,"CAT 200","S50",42.743326
"K141400",308,990.599999,70,211.800000,15,77.400001,279.304442,3.216234,3.025714,5.160000,393,1279.800000,3.256489,1559.104442,"F",41,"West",0,"CAT 200","ASAD170",45.273101
"K141410",150,757.800000,55,400.800000,0,0.000000,216.579431,5.052000,7.287273,0.000000,205,1158.600000,5.651707,1375.179431,"F",60,"West",0,"CAT 200","S50",12.550308
"K141430",114,2358.000000,37,101.100001,0,0.000000,690.274881,20.684211,2.732432,0.000000,151,2459.100001,16.285430,3149.374882,"M",57,"Central",6,"CAT 200","ASAD170",24.246407
"K141440",322,1387.199999,8,265.800001,81,133.199999,569.100995,4.308075,33.225000,1.644444,411,1786.199999,4.345985,2355.300994,"M",29,"South",1,"CAT 200","ASAD170",53.946612
"K141450",349,1504.800001,111,472.199999,6,11.000000,594.655096,4.311748,4.254054,1.833333,466,1988.000000,4.266094,2582.655096,"F",67,"South-West",2,"CAT 200","ASAD170",26.119097
"K141460",118,2431.800000,138,627.000000,19,38.000000,844.638195,20.608475,4.543478,2.000000,275,3096.800000,11.261091,3941.438195,"M",33,"North",2,"CAT 200","S50",31.967146
"K141480",161,1382.400000,15,183.300000,50,90.500000,452.038427,8.586335,12.220000,1.810000,226,1656.200000,7.328319,2108.238427,"F",33,"East",0,"CAT 200","S50",22.965092
"K141490",210,1812.000000,224,490.199999,6,16.800001,472.726525,8.628571,2.188393,2.800000,440,2319.000000,5.270455,2791.726525,"M",38,"North",2,"CAT 200","S80",49.314168
"K141500",495,1591.200000,251,384.600000,41,72.000000,506.165388,3.214545,1.532271,1.756098,787,2047.800000,2.602033,2553.965388,"M",28,"North-West",0,"CAT 200","S50",34.726899
"K141510",131,1129.200000,160,438.000000,6,18.600000,194.731517,8.619847,2.737500,3.100000,297,1585.800000,5.339394,1780.531517,"F",71,"Central",1,"CAT 200","S50",41.889117
"K141540",219,1893.000000,1,77.400000,3,13.000000,652.485198,8.643836,77.400000,4.333333,223,1983.400000,8.894170,2635.885198,"M",29,"North-West",1,"CAT 200","ASAD170",15.375770
"K141550",143,1240.200001,36,65.700000,33,99.000000,415.114572,8.672727,1.825000,3.000000,212,1404.900001,6.626887,1820.014573,"M",34,"South-West",0,"CAT 200","S50",55.457906
"K141570",86,748.200000,239,667.200000,5,69.000000,281.395434,8.700000,2.791632,13.800000,330,1484.400000,4.498182,1765.795434,"F",55,"South",3,"CAT 200","S80",30.718686
"K141580",120,1039.200000,148,258.300000,11,40.200000,249.961990,8.660000,1.745270,3.654545,279,1337.700000,4.794624,1587.661990,"F",27,"South-West",1,"CAT 200","S80",31.244353
"K141590",121,1055.400000,16,90.299999,36,85.000000,193.515334,8.722314,5.643750,2.361111,173,1230.699999,7.113873,1424.215333,"F",31,"South-East",2,"CAT 200","ASAD170",10.480493
"K141600",172,742.200000,76,292.499999,16,36.600000,214.423911,4.315116,3.848684,2.287500,264,1071.299999,4.057955,1285.723910,"M",39,"South-East",0,"CAT 200","S80",56.082136
"K141610",78,684.000000,355,577.500001,46,72.500001,238.589409,8.769231,1.626761,1.576087,479,1334.000002,2.784969,1572.589411,"M",28,"West",9,"CAT 200","ASAD170",30.291581
"K141620",103,898.800000,284,494.400000,12,119.400000,488.952005,8.726214,1.740845,9.950000,399,1512.600000,3.790977,2001.552005,"F",55,"East",2,"CAT 200","ASAD170",27.761807
"K141630",155,1347.599999,5,69.599999,29,76.800001,433.496658,8.694194,13.920000,2.648276,189,1493.999999,7.904762,1927.496657,"F",32,"East",2,"CAT 200","ASAD170",24.509240
"K141640",294,1076.400000,90,264.300000,47,92.400000,319.342139,3.661224,2.936667,1.965957,431,1433.100000,3.325058,1752.442139,"F",27,"Central",0,"CAT 200","S50",54.800821
"K141670",434,1318.799999,45,306.900000,0,0.000000,473.718382,3.038710,6.820000,0.000000,479,1625.699999,3.393946,2099.418381,"M",62,"North-East",5,"CAT 200","ASAD90",22.045175
"K141690",208,719.399999,252,546.000000,4,33.000000,261.265270,3.458654,2.166667,8.250000,464,1298.399999,2.798276,1559.665269,"F",46,"East",9,"CAT 200","S50",56.936345
"K141700",135,1182.600000,172,286.500001,17,34.200000,372.804820,8.760000,1.665698,2.011765,324,1503.300001,4.639815,1876.104821,"F",56,"East",5,"CAT 200","S50",55.720739
"K141740",202,1773.000000,28,122.399999,14,85.200001,492.168742,8.777228,4.371429,6.085714,244,1980.600000,8.117213,2472.768742,"M",30,"East",3,"CAT 200","ASAD170",36.829569
"K141750",236,1022.400000,81,271.200000,25,54.000000,315.286444,4.332203,3.348148,2.160000,342,1347.600000,3.940351,1662.886444,"M",27,"West",1,"CAT 200","S50",23.260780
"K141760",90,790.200001,3,360.900000,9,41.000000,184.960677,8.780000,120.300000,4.555556,102,1192.100001,11.687255,1377.060678,"F",52,"South",10,"CAT 200","ASAD170",16.361396
"K141770",232,1006.200001,75,297.599999,11,25.799999,366.485835,4.337069,3.968000,2.345454,318,1329.599999,4.181132,1696.085834,"F",44,"East",10,"CAT 200","ASAD170",23.260780
"K141780",166,1464.600001,247,513.600001,14,33.600001,318.057729,8.822892,2.079352,2.400000,427,2011.800003,4.711475,2329.857732,"M",26,"South",4,"CAT 200","ASAD170",38.997947
"K141790",118,1039.200000,20,131.100000,20,58.800000,203.438988,8.806780,6.555000,2.940000,158,1229.100000,7.779114,1432.538988,"F",42,"West",1,"CAT 200","S50",12.024641
"K141800",84,743.400000,0,0.000000,5,26.400000,305.728919,8.850000,0.000000,5.280000,89,769.800000,8.649438,1075.528919,"M",28,"East",2,"CAT 200","S50",28.386037
"K141810",171,1503.000000,158,707.700002,14,43.000000,335.919395,8.789474,4.479114,3.071429,343,2253.700002,6.570554,2589.619397,"M",55,"North",2,"CAT 200","S50",34.858316
